2026-09-25 11:28:54.037 | ==============================================================================
2026-09-25 11:28:54.037 | CASO leaderless x C2: perda do enlace (1,2), lider particionado
2026-09-25 11:28:54.037 | Grafo nominal: (1,2) (2,3) (3,4) (4,5) (5,6) (2,5) | agentes: 1(816) 2(824) 3(828) 4(830) 5(850) 6(832)
2026-09-25 11:28:54.037 | FALHA PERMANENTE (o dia todo): enlace(s) fora = (1,2)
2026-09-25 11:28:54.042 | [t=00:00] sem sobretensão: nenhuma mensagem trocada
2026-09-25 11:28:54.047 | [t=01:00] sem sobretensão: nenhuma mensagem trocada
2026-09-25 11:28:54.051 | [t=02:00] sem sobretensão: nenhuma mensagem trocada
2026-09-25 11:28:54.055 | [t=03:00] sem sobretensão: nenhuma mensagem trocada
2026-09-25 11:28:54.059 | [t=04:00] sem sobretensão: nenhuma mensagem trocada
2026-09-25 11:28:54.065 | [t=05:00] sem sobretensão: nenhuma mensagem trocada
2026-09-25 11:28:54.069 | [t=06:00] sem sobretensão: nenhuma mensagem trocada
2026-09-25 11:28:54.074 | [t_sim=07:00:00.000 k=000] MSG #0000001 1(816) -> 2(824) stNum=1 sqNum=0 | rho=0.000000 V=1.056254 pu | PERDIDA (enlace (1,2) fora (falha permanente))
2026-09-25 11:28:54.074 | [t_sim=07:00:00.000 k=000] MSG #0000002 2(824) -> 1(816) stNum=1 sqNum=0 | rho=0.000000 V=1.055885 pu | PERDIDA (enlace (1,2) fora (falha permanente))
2026-09-25 11:28:54.074 | [t_sim=07:00:00.000 k=000] MSG #0000003 2(824) -> 3(828) stNum=1 sqNum=0 | rho=0.000000 V=1.055885 pu | ENTREGUE
2026-09-25 11:28:54.074 | [t_sim=07:00:00.000 k=000] MSG #0000004 2(824) -> 5(850) stNum=1 sqNum=0 | rho=0.000000 V=1.055885 pu | ENTREGUE
2026-09-25 11:28:54.075 | [t_sim=07:00:00.000 k=000] MSG #0000005 3(828) -> 2(824) stNum=1 sqNum=0 | rho=0.000000 V=1.055824 pu | ENTREGUE
2026-09-25 11:28:54.075 | [t_sim=07:00:00.000 k=000] MSG #0000006 3(828) -> 4(830) stNum=1 sqNum=0 | rho=0.000000 V=1.055824 pu | ENTREGUE
2026-09-25 11:28:54.075 | [t_sim=07:00:00.000 k=000] MSG #0000007 4(830) -> 3(828) stNum=1 sqNum=0 | rho=0.000000 V=1.053994 pu | ENTREGUE
2026-09-25 11:28:54.076 | [t_sim=07:00:00.000 k=000] MSG #0000008 4(830) -> 5(850) stNum=1 sqNum=0 | rho=0.000000 V=1.053994 pu | ENTREGUE
2026-09-25 11:28:54.076 | [t_sim=07:00:00.000 k=000] MSG #0000009 5(850) -> 4(830) stNum=1 sqNum=0 | rho=0.000000 V=1.056262 pu | ENTREGUE
2026-09-25 11:28:54.081 | [t_sim=07:00:00.000 k=000] MSG #0000010 5(850) -> 6(832) stNum=1 sqNum=0 | rho=0.000000 V=1.056262 pu | ENTREGUE
2026-09-25 11:28:54.085 | [t_sim=07:00:00.000 k=000] MSG #0000011 5(850) -> 2(824) stNum=1 sqNum=0 | rho=0.000000 V=1.056262 pu | ENTREGUE
